fingerprint,card_count,example_card_id,signal_id,direction,variables,expression,qualitative_excerpt
82637ab069d7f07c,1,agriculture__water_scarcity__groundwater_stress__001,sig_03,amplifies,"aquifer_class, aquifer_lithology_percent","(aquifer_class in ['volcanic', 'crystalline_basement', 'sedimentary_hard_rock']) and (aquifer_lithology_percent.get('alluvium', 0) < 20)","Dominant aquifer class is hard rock (volcanic basalt or crystalline basement) with less than 20% alluvial lithology, confirming low storativity and limited recharge capacity."
289f3ae75c678157,1,agriculture__water_scarcity__groundwater_stress__001,sig_04,amplifies,nrega_swc_count,nrega_swc_count < 5,"Fewer than 5 cumulative MGNREGA soil and water conservation works recorded in the micro-watershed, indicating underinvestment in recharge infrastructure."
bc79ef39723bd99c,1,agriculture__water_scarcity__groundwater_stress__001,sig_05,confirms,annual_well_depth_m,,"Farmers report that borewell or dug-well depth has increased over recent years, or that shallow dug wells have gone dry during rabi or zaid seasons, indicating a declining static w"
45e33a10c4bb16a4,17,agriculture__water_scarcity__groundwater_stress__001,sig_06,confirms,borewell_density,,"Farmers report moderate-to-high borewell/tubewell density (roughly 10–50 or more than 50 within 2–3 km) in hard rock terrain, indicating localised over-extraction not captured by b"
c91322e194f82c66,17,agriculture__water_scarcity__groundwater_stress__001,sig_07,confirms,groundwater_salinity,,"Farmers report salty/brackish well water, white crust on soil or pipes, or water unsuitable for sensitive crops — indicating salinity from deep penetration or over-extraction."
477c08e74289bd33,1,agriculture__water_scarcity__groundwater_stress__002,sig_01,confirms,"soge_dev_percent, soge_class_name","soge_dev_percent > 90 or soge_class_name in ['Critical', 'Over-exploited']","Block-level SOGE exceeds 90% or CGWB classifies the block as Critical or Over-exploited, indicating extraction is at or beyond the limit of net annual recharge."
09512bca2380f5f9,1,agriculture__water_scarcity__groundwater_stress__002,sig_02,confirms,"trend_annual_delta_g_mm, delta_g_mm",trend_annual_delta_g_mm < 0 and mean_annual_delta_g_mm < 0,"The linear trend in annual groundwater balance (P - ET - Runoff) is negative and the multi-year mean is also negative, indicating chronic depletion where outflows persistently exce"
f3aaed8d047ec186,1,agriculture__water_scarcity__groundwater_stress__002,sig_03,amplifies,"aquifer_class, aquifer_lithology_percent","aquifer_class == 'crystalline_basement' and aquifer_lithology_percent.get('alluvium', 0) < 20","Dominant aquifer class is crystalline basement (granite/gneiss) with less than 20% alluvial lithology, confirming low storativity and poor recharge capacity characteristic of Decca"
f6616387c5d6b270,1,agriculture__water_scarcity__groundwater_stress__002,sig_04,amplifies,nrega_swc_count,nrega_swc_count < 10,"Fewer than 10 cumulative MGNREGA soil and water conservation works recorded in the micro-watershed, indicating low investment in recharge infrastructure relative to extraction pres"
d8cdc8887dce5db0,1,agriculture__water_scarcity__groundwater_stress__002,sig_05,confirms,annual_well_depth_m,,"Farmers report that borewell or dug-well depth has increased over recent years, or that existing wells have failed and new deeper borewells were required. In hard rock aquifers, we"
5cfd26b4c9406460,1,agriculture__water_scarcity__groundwater_stress__003,sig_01,confirms,"soge_dev_percent, soge_class_name","soge_dev_percent > 90 or soge_class_name in ['Critical', 'Over-exploited']","Block-level SOGE exceeds 90% or is classified Critical/Over-exploited by CGWB, indicating abstraction is at or beyond net annual recharge in the alluvial aquifer."
c2601e861fb43117,1,agriculture__water_scarcity__groundwater_stress__003,sig_02,confirms,"trend_annual_delta_g_mm, delta_g_mm",trend_annual_delta_g_mm < 0 and mean_annual_delta_g_mm < 0,"Both the linear trend slope of annual groundwater balance (P - ET - Runoff) is negative and the multi-year mean is negative, confirming chronic depletion rather than a single droug"
ce87c06e389494a3,1,agriculture__water_scarcity__groundwater_stress__003,sig_03,confirms,"aquifer_class, aquifer_lithology_percent","aquifer_class == 'alluvium' and aquifer_lithology_percent.get('alluvium', 0) > 60","Dominant alluvial aquifer with more than 60% of MWS area underlain by alluvial lithology, confirming the high-storage but over-exploited aquifer type characteristic of the Indo-Gan"
f6de632bd24ca6d3,1,agriculture__water_scarcity__groundwater_stress__003,sig_04,amplifies,nrega_swc_count,nrega_swc_count < 10,"Fewer than 10 cumulative SWC works in the MWS over the MGNREGA record, indicating low investment in recharge infrastructure relative to the extraction pressure in an alluvial plain"
7ddc5b059d3be855,1,agriculture__water_scarcity__groundwater_stress__003,sig_05,confirms,annual_well_depth_m,,"Farmers report that they have had to deepen borewells or tubewells over the past 5–10 years, or that shallow dug wells have dried up during rabi or zaid seasons, indicating a decli"
d70e38a1ac238a0b,1,agriculture__water_scarcity__groundwater_stress__004,sig_01,confirms,"soge_dev_percent, soge_class_name","soge_dev_percent > 90 or soge_class_name in ['Critical', 'Over-exploited']","Block-level groundwater extraction exceeds 90% of net annual recharge, or CGWB classifies the block as Critical or Over-exploited — thresholds particularly significant in arid allu"
a9f2b9d89a06e725,1,agriculture__water_scarcity__groundwater_stress__004,sig_02,confirms,"trend_annual_delta_g_mm, delta_g_mm",trend_annual_delta_g_mm < -2 and mean_annual_delta_g_mm < 0,"The linear trend in annual groundwater balance (P - ET - Runoff) is declining at more than 2 mm/year and the multi-year mean is negative, confirming chronic depletion exceeding rec"
2c2f912284e0e489,1,agriculture__water_scarcity__groundwater_stress__004,sig_03,amplifies,"aquifer_class, aquifer_lithology_percent",aquifer_class == 'alluvium' and mean_annual_precipitation_mm < 450,"Alluvial aquifer confirmed with mean annual precipitation below 450 mm, indicating that despite high storage capacity, recharge is severely limited by aridity — a combination that "
df4b61a05df03fa8,1,agriculture__water_scarcity__groundwater_stress__004,sig_04,amplifies,nrega_swc_count,nrega_swc_count < 10,"Fewer than 10 cumulative SWC works recorded under MGNREGA in the micro-watershed, indicating critically low investment in recharge infrastructure in an arid zone where artificial r"
6e915c337e58620d,1,agriculture__water_scarcity__groundwater_stress__004,sig_05,confirms,annual_well_depth_m,,"Farmers report that they have had to deepen borewells or tubewells over recent years, or that shallow dug wells have gone dry during rabi or zaid seasons, indicating progressive wa"
fddbd0dbcb97702f,5,agriculture__water_scarcity__groundwater_stress__005,sig_01,confirms,"soge_dev_percent, soge_class_name","soge_dev_percent > 70 or soge_class_name in ['Semi-critical', 'Critical', 'Over-exploited']",
b5ec51dc64ad5e69,2,agriculture__water_scarcity__groundwater_stress__005,sig_02,confirms,"trend_annual_delta_g_mm, delta_g_mm",trend_annual_delta_g_mm < 0 and mean_annual_delta_g_mm < 0,"The linear trend in annual groundwater recharge (P - ET - Runoff) is negative and the multi-year mean is also negative, indicating chronic depletion rather than a single drought ye"
8fa967e3346b41c1,1,agriculture__water_scarcity__groundwater_stress__005,sig_03,amplifies,"aquifer_class, aquifer_lithology_percent","aquifer_class == 'sedimentary_soft_rock' and aquifer_lithology_percent.get('alluvium', 0) < 30","Aquifer is classified as sedimentary soft rock (consistent with Vindhyan sandstone and Deccan trap margins in Bundelkhand/Malwa) with less than 30% alluvial lithology, indicating l"
7d999cb29d4e6a45,2,agriculture__water_scarcity__groundwater_stress__005,sig_04,amplifies,nrega_swc_count,nrega_swc_count < 10,"Fewer than 10 cumulative SWC works in the micro-watershed over the MGNREGA record, indicating low investment in recharge infrastructure relative to extraction pressure."
e3a3bb277314a20b,1,agriculture__water_scarcity__groundwater_stress__005,sig_05,confirms,annual_well_depth_m,,"Farmers report that they have had to deepen borewells or dug-wells over the past 5–10 years, or that shallow wells that previously yielded water year-round now run dry in the rabi "
14be20eb6568f785,1,agriculture__water_scarcity__groundwater_stress__006,sig_02,confirms,"trend_annual_delta_g_mm, delta_g_mm",trend_annual_delta_g_mm < 0 and mean_annual_delta_g_mm < 0,"Both the linear trend and the multi-year mean of annual groundwater recharge (P - ET - Runoff) are negative, indicating chronic depletion rather than a single drought year anomaly."
9ef93290cf9352d7,1,agriculture__water_scarcity__groundwater_stress__006,sig_03,amplifies,"aquifer_class, aquifer_lithology_percent","aquifer_class == 'alluvium' and aquifer_lithology_percent.get('alluvium', 0) > 50",Dominant alluvial aquifer lithology (>50% of MWS area) in a coastal plain setting confirms high recharge potential but also high extraction vulnerability due to ease of borewell in
e4069eed1e556713,1,agriculture__water_scarcity__groundwater_stress__006,sig_04,amplifies,nrega_swc_count,nrega_swc_count < 5,"Fewer than 5 cumulative SWC works recorded under MGNREGA in the micro-watershed, indicating low investment in recharge infrastructure relative to extraction pressure."
f8f93034a4c3816c,1,agriculture__water_scarcity__groundwater_stress__006,sig_05,confirms,annual_well_depth_m,,"Farmers report that borewell or dug-well depth has increased over recent years, or that previously productive shallow wells have dried up or require deepening to maintain yield, pa"
29a37a6bef771362,1,agriculture__water_scarcity__groundwater_stress__007,sig_01,confirms,"soge_dev_percent, soge_class_name","soge_dev_percent > 70 or soge_class_name in ['Semi-critical', 'Critical', 'Over-exploited']","Block-level SOGE exceeds 70% or CGWB classification is Semi-critical or worse, indicating extraction pressure on a low-storativity crystalline basement aquifer."
3c6aca76be0dfee6,1,agriculture__water_scarcity__groundwater_stress__007,sig_02,confirms,"trend_annual_delta_g_mm, delta_g_mm",trend_annual_delta_g_mm < 0 and mean_annual_delta_g_mm < 0,"Both the linear trend and the multi-year mean of annual groundwater recharge (P - ET - Runoff) are negative, indicating chronic depletion rather than a single drought year anomaly."
8138e22deb3e6f60,1,agriculture__water_scarcity__groundwater_stress__007,sig_03,amplifies,"aquifer_class, aquifer_lithology_percent","aquifer_class == 'crystalline_basement' and aquifer_lithology_percent.get('alluvium', 0) < 20","Dominant aquifer class is crystalline basement with less than 20% alluvial lithology, confirming low recharge capacity and high vulnerability to depletion."
c4dbd859cf05b1f3,1,agriculture__water_scarcity__groundwater_stress__007,sig_04,amplifies,nrega_swc_count,nrega_swc_count < 10,"Fewer than 10 cumulative SWC works recorded under MGNREGA in the MWS, indicating underinvestment in recharge infrastructure relative to the plateau terrain's runoff generation pote"
a4137d8c2b6f6692,1,agriculture__water_scarcity__groundwater_stress__007,sig_05,confirms,annual_well_depth_m,,"Farmers report that they have had to deepen existing dug wells or bore new deeper borewells over the past 3–5 years to access water, particularly before the monsoon (pre-kharif) or"
b956a8dddf8974dc,2,agriculture__water_scarcity__groundwater_stress__008,sig_01,confirms,"soge_dev_percent, soge_class_name","soge_dev_percent > 70 or soge_class_name in ['Semi-critical', 'Critical', 'Over-exploited']","Block-level groundwater extraction exceeds 70% of net annual recharge, or CGWB classifies the block as Semi-critical, Critical, or Over-exploited."
d082748cfcc48247,1,agriculture__water_scarcity__groundwater_stress__008,sig_03,amplifies,"aquifer_class, aquifer_lithology_percent","aquifer_class == 'crystalline_basement' and aquifer_lithology_percent.get('alluvium', 0) < 20","The dominant aquifer class is crystalline basement (granite/gneiss) with less than 20% alluvial lithology, confirming low storativity and poor natural recharge capacity."
723bcec96e957c4f,1,agriculture__water_scarcity__groundwater_stress__008,sig_04,amplifies,nrega_swc_count,nrega_swc_count < 5,"Fewer than 5 cumulative MGNREGA soil and water conservation works recorded in the micro-watershed, indicating chronic underinvestment in recharge infrastructure."
440b595e5725f0d3,1,agriculture__water_scarcity__groundwater_stress__008,sig_05,confirms,annual_well_depth_m,,"Farmers report that they have had to deepen borewells or dug wells over recent years, or that shallow dug wells now fail earlier in the dry season than they did 5–10 years ago. Thi"
dc541c180db187b4,1,agriculture__water_scarcity__groundwater_stress__009,sig_02,confirms,"trend_annual_delta_g_mm, delta_g_mm",trend_annual_delta_g_mm < 0 and mean_annual_delta_g_mm < 0,"The linear trend in annual groundwater recharge (P - ET - Runoff) is negative and the multi-year mean is also negative, indicating chronic depletion where extraction and losses per"
954c6f36432363b0,1,agriculture__water_scarcity__groundwater_stress__009,sig_03,confirms,"aquifer_class, aquifer_lithology_percent","aquifer_class == 'alluvium' and aquifer_lithology_percent.get('alluvium', 0) > 60","Dominant alluvial aquifer with more than 60% alluvial lithology confirms high recharge potential, meaning observed depletion is driven by extraction pressure rather than geological"
